SKU|CORE DEPOSIT|CF SHIPPING|SBOX|Available|BRANDNAME|PACKAGE|SHIPPINGTYPE|Templates|forname1|forname2|Core|Valid|Price|Height|Length|Width|Weight|UPC|DATA SOURCE|IN STOCK|MainProduct|VENDORID
117.42043|||||Centric®|||Centric Disc Brake Hardware||Disc Brake Hardware||True|10.58|2.00|9.00|6.00|0.50|805890380016|||M|
117.43006|||||Centric®|||Centric Disc Brake Hardware||Disc Brake Hardware||True|12.64|2.00|9.00|6.00|0.20|805890099840|||M|
117.43007|||||Centric®|||Centric Disc Brake Hardware||Disc Brake Hardware||True|13.77|2.00|9.00|6.00|0.20|805890099857|||M|
142.40021|||||Centric®|||Centric Posi Quiet Loaded Brake Caliper|Posi Quiet™|Loaded Brake Caliper|150|True|86.16|5.38|9.38|7.25|10.40|805890611318|||M|
142.40022|||||Centric®|||Centric Posi Quiet Loaded Brake Caliper|Posi Quiet™|Loaded Brake Caliper|150|True|86.16|5.38|9.38|7.25|10.40|805890611608|||M|
142.40023|||||Centric®|||Centric Posi Quiet Loaded Brake Caliper|Posi Quiet™|Loaded Brake Caliper|35|True|68.31|5.38|9.38|7.25|8.00|805890612018|||M|
142.40024|||||Centric®|||Centric Posi Quiet Loaded Brake Caliper|Posi Quiet™|Loaded Brake Caliper|35|True|68.31|5.38|9.38|7.25|15.00|805890612308|||M|
142.40033|||||Centric®|||Centric Posi Quiet Loaded Brake Caliper|Posi Quiet™|Loaded Brake Caliper|30|True|73.70|5.38|9.38|7.25|12.80|805890630418|||M|
142.40034|||||Centric®|||Centric Posi Quiet Loaded Brake Caliper|Posi Quiet™|Loaded Brake Caliper|30|True|73.70|5.38|9.38|7.25|12.80|805890630708|||M|
142.40041|||||Centric®|||Centric Posi Quiet Loaded Brake Caliper|Posi Quiet™|Loaded Brake Caliper|7|True|48.84|5.38|9.38|7.25|7.00|805890641018|||M|
142.40043|||||Centric®|||Centric Posi Quiet Loaded Brake Caliper|Posi Quiet™|Loaded Brake Caliper|7|True|50.30|5.38|9.38|7.25|9.00|805890642008|||M|
142.40042|||||Centric®|||Centric Posi Quiet Loaded Brake Caliper|Posi Quiet™|Loaded Brake Caliper|7|True|48.84|5.38|9.38|7.25|7.00|805890641308|||M|
142.40044|||||Centric®|||Centric Posi Quiet Loaded Brake Caliper|Posi Quiet™|Loaded Brake Caliper|7|True|50.30|5.38|9.38|7.25|9.00|805890650218|||M|
142.40049|||||Centric®|||Centric Posi Quiet Loaded Brake Caliper|Posi Quiet™|Loaded Brake Caliper|15|True|56.51|5.38|9.38|7.25|12.00|805890213727|||M|
142.40053|||||Centric®|||Centric Posi Quiet Loaded Brake Caliper|Posi Quiet™|Loaded Brake Caliper|10|True|62.09|5.38|9.38|7.25|11.00|805890215127|||M|
142.40054|||||Centric®|||Centric Posi Quiet Loaded Brake Caliper|Posi Quiet™|Loaded Brake Caliper|10|True|62.09|5.38|9.38|7.25|11.00|805890215417|||M|
142.40060|||||Centric®|||Centric Posi Quiet Loaded Brake Caliper|Posi Quiet™|Loaded Brake Caliper|15|False|68.31|5.38|9.38|7.25|11.00|805890220367|||M|
142.40061|||||Centric®|||Centric Posi Quiet Loaded Brake Caliper|Posi Quiet™|Loaded Brake Caliper|150|True|72.04|5.38|9.38|7.25|14.50|805890220657|||M|
142.40062|||||Centric®|||Centric Posi Quiet Loaded Brake Caliper|Posi Quiet™|Loaded Brake Caliper|150|True|72.04|5.38|9.38|7.25|14.30|805890220947|||M|
142.40050|||||Centric®|||Centric Posi Quiet Loaded Brake Caliper|Posi Quiet™|Loaded Brake Caliper|15|False|56.51|5.38|9.38|7.25|12.00|805890214137|||M|
142.40057|||||Centric®|||Centric Posi Quiet Loaded Brake Caliper|Posi Quiet™|Loaded Brake Caliper|40|True|68.31|5.38|9.38|7.25|11.00|805890216407|||M|
142.40058|||||Centric®|||Centric Posi Quiet Loaded Brake Caliper|Posi Quiet™|Loaded Brake Caliper|40|True|68.31|5.38|9.38|7.25|11.00|805890217107|||M|
142.40059|||||Centric®|||Centric Posi Quiet Loaded Brake Caliper|Posi Quiet™|Loaded Brake Caliper|15|True|68.31|5.38|9.38|7.25|11.00|805890220077|||M|
142.40073|||||Centric®|||Centric Posi Quiet Loaded Brake Caliper|Posi Quiet™|Loaded Brake Caliper|20|True|64.84|5.38|9.38|7.25|9.00|805890223627|||M|
142.40074|||||Centric®|||Centric Posi Quiet Loaded Brake Caliper|Posi Quiet™|Loaded Brake Caliper|20|True|64.84|5.38|9.38|7.25|9.00|805890223917|||M|
142.40077|||||Centric®|||Centric Posi Quiet Loaded Brake Caliper|Posi Quiet™|Loaded Brake Caliper|35|True|54.23|5.38|9.38|7.25|10.00|805890224617|||M|
142.40078|||||Centric®|||Centric Posi Quiet Loaded Brake Caliper|Posi Quiet™|Loaded Brake Caliper|35|True|54.23|5.38|9.38|7.25|10.00|805890224907|||M|
142.40083|||||Centric®|||Centric Posi Quiet Loaded Brake Caliper|Posi Quiet™|Loaded Brake Caliper|150|True|152.05|5.38|9.38|7.25|11.16|805890226307|||M|
142.40084|||||Centric®|||Centric Posi Quiet Loaded Brake Caliper|Posi Quiet™|Loaded Brake Caliper|150|True|152.05|5.38|9.38|7.25|11.16|805890227007|||M|
142.40085|||||Centric®|||Centric Posi Quiet Loaded Brake Caliper|Posi Quiet™|Loaded Brake Caliper|15|True|52.31|5.38|9.38|7.25|10.00|805890230267|||M|
142.40086|||||Centric®|||Centric Posi Quiet Loaded Brake Caliper|Posi Quiet™|Loaded Brake Caliper|15|True|52.31|5.38|9.38|7.25|10.00|805890230557|||M|
142.40091|||||Centric®|||Centric Posi Quiet Loaded Brake Caliper|Posi Quiet™|Loaded Brake Caliper|60|True|81.14|5.38|9.38|7.25|12.00|805890232247|||M|
142.40092|||||Centric®|||Centric Posi Quiet Loaded Brake Caliper|Posi Quiet™|Loaded Brake Caliper|60|True|81.14|5.38|9.38|7.25|15.00|805890232537|||M|
142.40095|||||Centric®|||Centric Posi Quiet Loaded Brake Caliper|Posi Quiet™|Loaded Brake Caliper|125|True|152.05|5.38|9.38|7.25|10.30|805890229261|||M|
142.40096|||||Centric®|||Centric Posi Quiet Loaded Brake Caliper|Posi Quiet™|Loaded Brake Caliper|125|True|152.05|5.38|9.38|7.25|10.30|805890229278|||M|
142.40097|||||Centric®|||Centric Posi Quiet Loaded Brake Caliper|Posi Quiet™|Loaded Brake Caliper|65|False|81.14|5.38|9.38|7.25|16.70|805890671701|||M|
142.40098|||||Centric®|||Centric Posi Quiet Loaded Brake Caliper|Posi Quiet™|Loaded Brake Caliper|65|True|81.14|5.38|9.38|7.25|16.70|805890671725|||M|
142.40505|||||Centric®|||Centric Posi Quiet Loaded Brake Caliper|Posi Quiet™|Loaded Brake Caliper||True|74.76|5.38|9.38|7.25|7.00|805890234807|||M|
142.40506|||||Centric®|||Centric Posi Quiet Loaded Brake Caliper|Posi Quiet™|Loaded Brake Caliper||True|74.76|5.38|9.38|7.25|7.00|805890235217|||M|
142.40507|||||Centric®|||Centric Posi Quiet Loaded Brake Caliper|Posi Quiet™|Loaded Brake Caliper|15|True|90.65|5.38|9.38|7.25|7.00|805890235507|||M|
142.40508|||||Centric®|||Centric Posi Quiet Loaded Brake Caliper|Posi Quiet™|Loaded Brake Caliper|15|True|90.65|5.38|9.38|7.25|7.00|805890236207|||M|
142.40509|||||Centric®|||Centric Posi Quiet Loaded Brake Caliper|Posi Quiet™|Loaded Brake Caliper|30|True|72.04|5.38|9.38|7.25|6.00|805890240167|||M|
142.40510|||||Centric®|||Centric Posi Quiet Loaded Brake Caliper|Posi Quiet™|Loaded Brake Caliper|30|False|72.04|5.38|9.38|7.25|6.00|805890240457|||M|
142.40513|||||Centric®|||Centric Posi Quiet Loaded Brake Caliper|Posi Quiet™|Loaded Brake Caliper|55|True|78.42|5.38|9.38|7.25|6.00|805890241447|||M|
142.40514|||||Centric®|||Centric Posi Quiet Loaded Brake Caliper|Posi Quiet™|Loaded Brake Caliper|55|True|78.42|5.38|9.38|7.25|6.00|805890241737|||M|
142.40515|||||Centric®|||Centric Posi Quiet Loaded Brake Caliper|Posi Quiet™|Loaded Brake Caliper|55|True|90.65|5.38|9.38|7.25|7.00|805890242147|||M|
142.40516|||||Centric®|||Centric Posi Quiet Loaded Brake Caliper|Posi Quiet™|Loaded Brake Caliper|55|True|90.65|5.38|9.38|7.25|7.00|805890242437|||M|
142.40517|||||Centric®|||Centric Posi Quiet Loaded Brake Caliper|Posi Quiet™|Loaded Brake Caliper|40|True|90.14|5.38|9.38|7.25|8.00|805890242727|||M|
142.40518|||||Centric®|||Centric Posi Quiet Loaded Brake Caliper|Posi Quiet™|Loaded Brake Caliper|40|True|90.14|5.38|9.38|7.25|8.00|805890243137|||M|
142.40526|||||Centric®|||Centric Posi Quiet Loaded Brake Caliper|Posi Quiet™|Loaded Brake Caliper|25|True|90.65|5.38|9.38|7.25|7.00|805890246107|||M|
142.40523|||||Centric®|||Centric Posi Quiet Loaded Brake Caliper|Posi Quiet™|Loaded Brake Caliper|10|True|81.56|5.38|9.38|7.25|6.00|805890244707|||M|
142.40524|||||Centric®|||Centric Posi Quiet Loaded Brake Caliper|Posi Quiet™|Loaded Brake Caliper|10|True|81.56|5.38|9.38|7.25|6.00|805890245117|||M|
142.40525|||||Centric®|||Centric Posi Quiet Loaded Brake Caliper|Posi Quiet™|Loaded Brake Caliper|25|True|90.65|5.38|9.38|7.25|7.00|805890245407|||M|
142.40531|||||Centric®|||Centric Posi Quiet Loaded Brake Caliper|Posi Quiet™|Loaded Brake Caliper|40|True|97.79|5.38|9.38|7.25|6.00|805890251347|||M|
142.40532|||||Centric®|||Centric Posi Quiet Loaded Brake Caliper|Posi Quiet™|Loaded Brake Caliper|40|True|97.79|5.38|9.38|7.25|6.00|805890251637|||M|
142.40533|||||Centric®|||Centric Posi Quiet Loaded Brake Caliper|Posi Quiet™|Loaded Brake Caliper|150|True|122.34|5.38|9.38|7.25|8.00|805890251927|||M|
142.40534|||||Centric®|||Centric Posi Quiet Loaded Brake Caliper|Posi Quiet™|Loaded Brake Caliper|150|True|122.34|5.38|9.38|7.25|13.00|805890252047|||M|
142.40537|||||Centric®|||Centric Posi Quiet Loaded Brake Caliper|Posi Quiet™|Loaded Brake Caliper|55|True|86.16|5.38|9.38|7.25|6.00|805890252917|||M|
142.40538|||||Centric®|||Centric Posi Quiet Loaded Brake Caliper|Posi Quiet™|Loaded Brake Caliper|55|True|86.16|5.38|9.38|7.25|6.00|805890253037|||M|
142.40543|||||Centric®|||Centric Posi Quiet Loaded Brake Caliper|Posi Quiet™|Loaded Brake Caliper|150|True|72.48|5.38|9.38|7.25|10.40|805890254317|||M|
142.40544|||||Centric®|||Centric Posi Quiet Loaded Brake Caliper|Posi Quiet™|Loaded Brake Caliper|150|True|72.48|5.38|9.38|7.25|10.40|805890254607|||M|
142.40545|||||Centric®|||Centric Posi Quiet Loaded Brake Caliper|Posi Quiet™|Loaded Brake Caliper|70|True|79.78|5.38|9.38|7.25|10.40|805890229285|||M|
142.40546|||||Centric®|||Centric Posi Quiet Loaded Brake Caliper|Posi Quiet™|Loaded Brake Caliper|70|True|79.78|5.38|9.38|7.25|10.40|805890229292|||M|
142.40539|||||Centric®|||Centric Posi Quiet Loaded Brake Caliper|Posi Quiet™|Loaded Brake Caliper|65|True|90.65|5.38|9.38|7.25|8.00|805890253327|||M|
142.40540|||||Centric®|||Centric Posi Quiet Loaded Brake Caliper|Posi Quiet™|Loaded Brake Caliper|65|False|90.65|5.38|9.38|7.25|8.00|805890253617|||M|
142.40551|||||Centric®|||Centric Posi Quiet Loaded Brake Caliper|Posi Quiet™|Loaded Brake Caliper|45|True|79.60|5.38|9.38|7.25|7.00|805890256007|||M|
142.40552|||||Centric®|||Centric Posi Quiet Loaded Brake Caliper|Posi Quiet™|Loaded Brake Caliper|45|True|79.60|5.38|9.38|7.25|7.00|805890260257|||M|
142.40554|||||Centric®|||Centric Posi Quiet Loaded Brake Caliper|Posi Quiet™|Loaded Brake Caliper|40|True|73.70|5.38|9.38|7.25|8.00|805890260837|||M|
142.40553|||||Centric®|||Centric Posi Quiet Loaded Brake Caliper|Posi Quiet™|Loaded Brake Caliper|40|True|73.70|5.38|9.38|7.25|7.00|805890260547|||M|
142.40563|||||Centric®|||Centric Posi Quiet Loaded Brake Caliper|Posi Quiet™|Loaded Brake Caliper|75|True|81.56|5.38|9.38|7.25|10.80|805890065685|||M|
142.40575|||||Centric®|||Centric Posi Quiet Loaded Brake Caliper|Posi Quiet™|Loaded Brake Caliper|70|True|71.24|5.38|9.38|7.25|7.90|805890559580|||M|
142.40576|||||Centric®|||Centric Posi Quiet Loaded Brake Caliper|Posi Quiet™|Loaded Brake Caliper|70|True|71.24|5.38|9.38|7.25|7.90|805890559597|||M|
142.40564|||||Centric®|||Centric Posi Quiet Loaded Brake Caliper|Posi Quiet™|Loaded Brake Caliper|75|True|81.56|5.38|9.38|7.25|10.80|805890066705|||M|
142.43025|||||Centric®|||Centric Posi Quiet Loaded Brake Caliper|Posi Quiet™|Loaded Brake Caliper|25|True|66.31|5.38|9.38|7.25|13.00|805890412137|||M|
142.43026|||||Centric®|||Centric Posi Quiet Loaded Brake Caliper|Posi Quiet™|Loaded Brake Caliper|25|True|66.31|5.38|9.38|7.25|13.00|805890412427|||M|
142.43511|||||Centric®|||Centric Posi Quiet Loaded Brake Caliper|Posi Quiet™|Loaded Brake Caliper|20|True|81.56|5.38|9.38|7.25|7.00|805890420927|||M|
142.43512|||||Centric®|||Centric Posi Quiet Loaded Brake Caliper|Posi Quiet™|Loaded Brake Caliper|20|True|81.56|5.38|9.38|7.25|7.00|805890421047|||M|
146.34001|||||Centric®|||Centric Steel Aluminum Caliper Piston|Steel Aluminum|Caliper Piston|||32.48|4.00|13.00|10.00|6.00||||M|
146.34006|||||Centric®|||Centric Steel Aluminum Caliper Piston|Steel Aluminum|Caliper Piston|||16.47|4.00|13.00|10.00|6.00||||M|
146.34009|||||Centric®|||Centric Steel Aluminum Caliper Piston|Steel Aluminum|Caliper Piston|||32.48|4.00|13.00|10.00|6.00||||M|
146.36007|||||Centric®|||Centric Steel Aluminum Caliper Piston|Steel Aluminum|Caliper Piston|||14.76|4.00|13.00|10.00|6.00||||M|
146.38014|||||Centric®|||Centric Steel Aluminum Caliper Piston|Steel Aluminum|Caliper Piston|||13.28|2.00|4.00|9.00|1.40|805890152699|||M|
146.38018|||||Centric®|||Centric Steel Aluminum Caliper Piston|Steel Aluminum|Caliper Piston|||32.47|4.00|13.00|10.00|6.00||||M|
146.38021|||||Centric®|||Centric Steel Aluminum Caliper Piston|Steel Aluminum|Caliper Piston|||12.71|4.00|13.00|10.00|6.00||||M|
146.38025|||||Centric®|||Centric Steel Aluminum Caliper Piston|Steel Aluminum|Caliper Piston|||35.22|4.00|13.00|10.00|6.00||||M|
146.38028|||||Centric®|||Centric Steel Aluminum Caliper Piston|Steel Aluminum|Caliper Piston|||13.77|4.00|13.00|10.00|6.00||||M|
146.38042|||||Centric®|||Centric Steel Aluminum Caliper Piston|Steel Aluminum|Caliper Piston|||16.88|4.00|13.00|10.00|6.00||||M|
146.38050|||||Centric®|||Centric Steel Aluminum Caliper Piston|Steel Aluminum|Caliper Piston|||29.53|4.00|13.00|10.00|6.00||||M|
146.40012|||||Centric®|||Centric Steel Aluminum Caliper Piston|Steel Aluminum|Caliper Piston|||14.76|4.00|13.00|10.00|6.00||||M|
146.41007|||||Centric®|||Centric Steel Aluminum Caliper Piston|Steel Aluminum|Caliper Piston|||14.76|2.00|4.00|9.00|1.50|805890153108|||M|
146.43011|||||Centric®|||Centric Steel Aluminum Caliper Piston|Steel Aluminum|Caliper Piston|||15.41|4.00|13.00|10.00|6.00||||M|
143.91013|||||Centric®|||Centric Caliper Friction Repair Kit||Caliper Friction Repair Kit|||3.84|2.00|4.00|9.00|0.10|805890073260|||M|
141.43025|||||Centric®|||Centric Semi Loaded Brake Caliper||Semi Loaded Brake Caliper|25|True|42.53|5.38|9.38|7.25|13.00|805890116127|||M|
141.43026|||||Centric®|||Centric Semi Loaded Brake Caliper||Semi Loaded Brake Caliper|25|True|42.53|5.38|9.38|7.25|13.00|805890116134|||M|
141.43511|||||Centric®|||Centric Semi Loaded Brake Caliper||Semi Loaded Brake Caliper|20|True|58.08|5.38|9.38|7.25|7.00|805890116240|||M|
141.43512|||||Centric®|||Centric Semi Loaded Brake Caliper||Semi Loaded Brake Caliper|20|True|58.08|5.38|9.38|7.25|7.00|805890116257|||M|
143.40003|||||Centric®|||Centric Caliper Friction Repair Kit||Caliper Friction Repair Kit|||4.14|2.00|4.00|9.00|0.10|805890070764|||M|
143.40004|||||Centric®|||Centric Caliper Friction Repair Kit||Caliper Friction Repair Kit|||3.84|2.00|4.00|9.00|0.10|805890070771|||M|
143.40010|||||Centric®|||Centric Caliper Friction Repair Kit||Caliper Friction Repair Kit|||4.14|2.00|4.00|9.00|0.10|805890070795|||M|
143.40011|||||Centric®|||Centric Caliper Friction Repair Kit||Caliper Friction Repair Kit|||3.50|2.00|4.00|9.00|0.10|805890070801|||M|
143.40012|||||Centric®|||Centric Caliper Friction Repair Kit||Caliper Friction Repair Kit|||4.44|2.00|4.00|9.00|0.10|805890070818|||M|
143.40013|||||Centric®|||Centric Caliper Friction Repair Kit||Caliper Friction Repair Kit|||4.68|2.00|4.00|9.00|0.10|805890070825|||M|
143.40014|||||Centric®|||Centric Caliper Friction Repair Kit||Caliper Friction Repair Kit|||4.60|2.00|4.00|9.00|0.10|805890070832|||M|
143.40017|||||Centric®|||Centric Caliper Friction Repair Kit||Caliper Friction Repair Kit|||4.68|2.00|4.00|9.00|0.10|805890149699|||M|
143.40019|||||Centric®|||Centric Caliper Friction Repair Kit||Caliper Friction Repair Kit|||5.32|2.00|4.00|9.00|0.10|805890149729|||M|
143.40015|||||Centric®|||Centric Caliper Friction Repair Kit||Caliper Friction Repair Kit|||6.50|2.00|4.00|9.00|0.10|805890149651|||M|
143.40021|||||Centric®|||Centric Caliper Friction Repair Kit||Caliper Friction Repair Kit|||5.32|2.00|4.00|9.00|0.10|805890136101|||M|
143.40022|||||Centric®|||Centric Caliper Friction Repair Kit||Caliper Friction Repair Kit|||4.14|2.00|4.00|9.00|0.10|805890220725|||M|
143.40023|||||Centric®|||Centric Caliper Friction Repair Kit||Caliper Friction Repair Kit|||4.60|2.00|4.00|9.00|0.10|805890340942|||M|
143.40024|||||Centric®|||Centric Caliper Friction Repair Kit||Caliper Friction Repair Kit|||5.32|2.00|4.00|9.00|0.10|805890341062|||M|
143.40025|||||Centric®|||Centric Caliper Friction Repair Kit||Caliper Friction Repair Kit|||5.32|2.00|4.00|9.00|0.10|805890640721|||M|
143.40026|||||Centric®|||Centric Caliper Friction Repair Kit||Caliper Friction Repair Kit|||5.86|2.00|4.00|9.00|0.30|805890385134|||M|
143.40027|||||Centric®|||Centric Caliper Friction Repair Kit||Caliper Friction Repair Kit|||4.14|2.00|4.00|9.00|0.30|805890467090|||M|
143.40029|||||Centric®|||Centric Caliper Friction Repair Kit||Caliper Friction Repair Kit|||7.68|2.00|4.00|9.00|0.10|805890582175|||M|
143.42007|||||Centric®|||Centric Caliper Friction Repair Kit||Caliper Friction Repair Kit|||8.86|2.00|4.00|9.00|0.10|805890070900|||M|
143.42008|||||Centric®|||Centric Caliper Friction Repair Kit||Caliper Friction Repair Kit|||4.44|2.00|4.00|9.00|0.10|805890070917|||M|
143.42028|||||Centric®|||Centric Caliper Friction Repair Kit||Caliper Friction Repair Kit|||7.04|2.00|4.00|9.00|0.10|805890071044|||M|
143.42034|||||Centric®|||Centric Caliper Friction Repair Kit||Caliper Friction Repair Kit|||4.14|2.00|4.00|9.00|0.10|805890282723|||M|
143.43004|||||Centric®|||Centric Caliper Friction Repair Kit||Caliper Friction Repair Kit|||7.08|2.00|4.00|9.00|0.10|805890071082|||M|
143.43009|||||Centric®|||Centric Caliper Friction Repair Kit||Caliper Friction Repair Kit|||4.14|2.00|4.00|9.00|0.10|805890071105|||M|
143.44055|||||Centric®|||Centric Caliper Friction Repair Kit||Caliper Friction Repair Kit|||12.22|2.00|4.00|9.00|0.10|805890149927|||M|
143.45006|||||Centric®|||Centric Caliper Friction Repair Kit||Caliper Friction Repair Kit|||2.66|2.00|4.00|9.00|0.10|805890071549|||M|
143.46004|||||Centric®|||Centric Caliper Friction Repair Kit||Caliper Friction Repair Kit|||3.50|2.00|4.00|9.00|0.10|805890071686|||M|
143.47007|||||Centric®|||Centric Caliper Friction Repair Kit||Caliper Friction Repair Kit|||4.14|2.00|4.00|9.00|0.10|805890071808|||M|
117.40009|||||Centric®|||Centric Disc Brake Hardware||Disc Brake Hardware||True|8.14|2.00|9.00|6.00|0.20|805890099277|||M|
117.40012|||||Centric®|||Centric Disc Brake Hardware||Disc Brake Hardware||True|12.22|2.00|9.00|6.00|0.20|805890099307|||M|
117.40014|||||Centric®|||Centric Disc Brake Hardware||Disc Brake Hardware||True|10.58|2.00|9.00|6.00|0.20|805890099321|||M|
117.40015|||||Centric®|||Centric Disc Brake Hardware||Disc Brake Hardware||True|9.40|2.00|9.00|6.00|0.20|805890099338|||M|
117.40018|||||Centric®|||Centric Disc Brake Hardware||Disc Brake Hardware||True|14.35|2.00|9.00|6.00|0.20|805890099369|||M|
117.40020|||||Centric®|||Centric Disc Brake Hardware||Disc Brake Hardware||False|12.22|2.00|9.00|6.00|0.20|805890099383|||M|
117.40021|||||Centric®|||Centric Disc Brake Hardware||Disc Brake Hardware||True|16.88|2.00|9.00|6.00|0.20|805890099390|||M|
117.40023|||||Centric®|||Centric Disc Brake Hardware||Disc Brake Hardware||False|9.04|2.00|9.00|6.00|0.20|805890099413|||M|
117.40024|||||Centric®|||Centric Disc Brake Hardware||Disc Brake Hardware||True|11.16|2.00|9.00|6.00|0.20|805890099420|||M|
117.40026|||||Centric®|||Centric Disc Brake Hardware||Disc Brake Hardware||True|19.22|2.00|9.00|6.00|0.20|805890099444|||M|
117.40025|||||Centric®|||Centric Disc Brake Hardware||Disc Brake Hardware||True|11.16|2.00|9.00|6.00|0.20|805890099437|||M|
117.40028|||||Centric®|||Centric Disc Brake Hardware||Disc Brake Hardware||True|12.22|2.00|9.00|6.00|0.20|805890099468|||M|
117.40029|||||Centric®|||Centric Disc Brake Hardware||Disc Brake Hardware||True|10.10|2.00|9.00|6.00|0.20|805890099475|||M|
117.40030|||||Centric®|||Centric Disc Brake Hardware||Disc Brake Hardware||False|7.98|2.00|9.00|6.00|0.20|805890074427|||M|
117.40031|||||Centric®|||Centric Disc Brake Hardware||Disc Brake Hardware||True|10.10|2.00|9.00|6.00|0.20|805890074434|||M|
117.40032|||||Centric®|||Centric Disc Brake Hardware||Disc Brake Hardware||True|10.10|2.00|9.00|6.00|0.20|805890074441|||M|
117.40035|||||Centric®|||Centric Disc Brake Hardware||Disc Brake Hardware||True|10.58|2.00|9.00|6.00|0.50|805890158462|||M|
117.40037|||||Centric®|||Centric Disc Brake Hardware||Disc Brake Hardware||True|8.22|2.00|9.00|6.00|0.70|805890136484|||M|
117.40038|||||Centric®|||Centric Disc Brake Hardware||Disc Brake Hardware||True|7.04|2.00|9.00|6.00|0.50|805890136491|||M|
117.40042|||||Centric®|||Centric Disc Brake Hardware||Disc Brake Hardware||False|25.13|2.00|9.00|6.00|0.50|805890440413|||M|
117.40043|||||Centric®|||Centric Disc Brake Hardware||Disc Brake Hardware||True|13.77|2.00|9.00|6.00|0.50|805890310273|||M|
117.40044|||||Centric®|||Centric Disc Brake Hardware||Disc Brake Hardware||True|12.71|2.00|9.00|6.00|0.20|805890310563|||M|
117.40045|||||Centric®|||Centric Disc Brake Hardware||Disc Brake Hardware||True|10.10|2.00|9.00|6.00|0.20|805890310853|||M|
117.40046|||||Centric®|||Centric Disc Brake Hardware||Disc Brake Hardware||True|8.86|2.00|9.00|6.00|0.50|805890311263|||M|
117.40047|||||Centric®|||Centric Disc Brake Hardware||Disc Brake Hardware||True|13.28|2.00|9.00|6.00|0.50|805890380252|||M|
117.40048|||||Centric®|||Centric Disc Brake Hardware||Disc Brake Hardware||True|8.86|2.00|9.00|6.00|0.50|805890574101|||M|
117.40049|||||Centric®|||Centric Disc Brake Hardware||Disc Brake Hardware||True|11.65|2.00|9.00|6.00|0.30|805890385097|||M|
117.40050|||||Centric®|||Centric Disc Brake Hardware||Disc Brake Hardware||False|8.86|2.00|9.00|6.00|0.25|805890467106|||M|
117.40051|||||Centric®|||Centric Disc Brake Hardware||Disc Brake Hardware||True|10.10|2.00|9.00|6.00|0.10|805890530763|||M|
150.40024|||||Centric®|||Centric Brake Hose||Brake Hose||True|16.88|1.50|7.00|6.00|0.50|805890078173|||M|
150.40025|||||Centric®|||Centric Brake Hose||Brake Hose||True|16.88|1.50|7.00|6.00|0.30|805890078180|||M|
150.40031|||||Centric®|||Centric Brake Hose||Brake Hose||False|19.22|1.50|7.00|6.00|0.30|805890078241|||M|
150.40032|||||Centric®|||Centric Brake Hose||Brake Hose||False|19.22|1.50|7.00|6.00|0.30|805890078258|||M|
150.40039|||||Centric®|||Centric Brake Hose||Brake Hose||True|16.72|1.50|7.00|6.00|0.30|805890078296|||M|
150.40043|||||Centric®|||Centric Brake Hose||Brake Hose||True|21.19|1.50|7.00|6.00|0.50|805890078333|||M|
150.40044|||||Centric®|||Centric Brake Hose||Brake Hose||True|21.19|1.50|7.00|6.00|0.70|805890078340|||M|
150.40045|||||Centric®|||Centric Brake Hose||Brake Hose||True|19.22|1.50|7.00|6.00|0.30|805890078357|||M|
150.40046|||||Centric®|||Centric Brake Hose||Brake Hose||True|19.22|1.50|7.00|6.00|0.80|805890078364|||M|
150.40047|||||Centric®|||Centric Brake Hose||Brake Hose||False|34.30|1.50|7.00|6.00|0.30|805890078371|||M|
150.40048|||||Centric®|||Centric Brake Hose||Brake Hose||False|34.30|1.50|7.00|6.00|0.30|805890078388|||M|
150.40040|||||Centric®|||Centric Brake Hose||Brake Hose||False|16.72|1.50|7.00|6.00|0.30|805890078302|||M|
150.40051|||||Centric®|||Centric Brake Hose||Brake Hose||True|21.64|1.50|7.00|6.00|0.70|805890078418|||M|
150.40052|||||Centric®|||Centric Brake Hose||Brake Hose||False|21.64|1.50|7.00|6.00|0.70|805890078425|||M|
150.40055|||||Centric®|||Centric Brake Hose||Brake Hose||False|29.07|1.50|7.00|6.00|0.30|805890078456|||M|
150.40056|||||Centric®|||Centric Brake Hose||Brake Hose||False|29.07|1.50|7.00|6.00|0.30|805890078463|||M|
150.40057|||||Centric®|||Centric Brake Hose||Brake Hose||True|32.48|1.50|7.00|6.00|0.50|805890078470|||M|
150.40058|||||Centric®|||Centric Brake Hose||Brake Hose||True|32.48|1.50|7.00|6.00|0.50|805890078487|||M|
150.40059|||||Centric®|||Centric Brake Hose||Brake Hose||True|24.15|1.50|7.00|6.00|0.30|805890078494|||M|
150.40060|||||Centric®|||Centric Brake Hose||Brake Hose||False|24.15|1.50|7.00|6.00|0.30|805890078500|||M|
150.40069|||||Centric®|||Centric Brake Hose||Brake Hose||False|14.35|1.50|7.00|6.00|0.80|805890078593|||M|
150.40070|||||Centric®|||Centric Brake Hose||Brake Hose||False|14.35|1.50|7.00|6.00|0.60|805890078609|||M|
150.40089|||||Centric®|||Centric Brake Hose||Brake Hose||True|22.18|1.50|7.00|6.00|0.30|805890173694|||M|
150.40092|||||Centric®|||Centric Brake Hose||Brake Hose||False|16.72|1.50|7.00|6.00|0.50|805890138921|||M|
150.40093|||||Centric®|||Centric Brake Hose||Brake Hose||True|16.72|1.50|7.00|6.00|0.80|805890138938|||M|
