SKU|CORE DEPOSIT|CF SHIPPING|SBOX|Available|BRANDNAME|PACKAGE|SHIPPINGTYPE|Templates|forname1|forname2|Core|Valid|Price|Height|Length|Width|Weight|UPC|DATA SOURCE|IN STOCK|MainProduct|VENDORID
142.44198|||||Centric®|||Centric Posi Quiet Loaded Brake Caliper|Posi Quiet™|Loaded Brake Caliper|35|True|63.92|5.38|9.38|7.25|9.00|805890621317|||M|
142.44526|||||Centric®|||Centric Posi Quiet Loaded Brake Caliper|Posi Quiet™|Loaded Brake Caliper|10|True|63.47|5.38|9.38|7.25|6.00|805890233916|||M|
142.44525|||||Centric®|||Centric Posi Quiet Loaded Brake Caliper|Posi Quiet™|Loaded Brake Caliper|10|True|63.47|5.38|9.38|7.25|6.00|805890233626|||M|
141.44526|||||Centric®|||Centric Semi Loaded Brake Caliper||Semi Loaded Brake Caliper|10|True|39.04|5.38|9.38|7.25|6.00|805890118336|||M|
141.44525|||||Centric®|||Centric Semi Loaded Brake Caliper||Semi Loaded Brake Caliper|10|True|39.04|5.38|9.38|7.25|6.00|805890118329|||M|
143.44058|||||Centric®|||Centric Caliper Friction Repair Kit||Caliper Friction Repair Kit|||5.32|2.00|4.00|9.00|0.10|805890149958|||M|
117.44017|||||Centric®|||Centric Disc Brake Hardware||Disc Brake Hardware||False|13.77|2.00|9.00|6.00|0.20|805890100058|||M|
117.44054|||||Centric®|||Centric Disc Brake Hardware||Disc Brake Hardware||True|18.24|2.00|9.00|6.00|0.20|805890074564|||M|
146.32002|||||Centric®|||Centric Steel Aluminum Caliper Piston|Steel Aluminum|Caliper Piston|||12.22|4.00|13.00|10.00|6.00||||M|
146.43002|||||Centric®|||Centric Steel Aluminum Caliper Piston|Steel Aluminum|Caliper Piston|||14.83|4.00|13.00|10.00|6.00||||M|
117.44005|||||Centric®|||Centric Disc Brake Hardware||Disc Brake Hardware||False|17.95|2.00|9.00|6.00|0.20|805890099932|||M|
142.44533|||||Centric®|||Centric Posi Quiet Loaded Brake Caliper|Posi Quiet™|Loaded Brake Caliper|15|True|86.16|5.38|9.38|7.25|8.00|805890235606|||M|
142.44534|||||Centric®|||Centric Posi Quiet Loaded Brake Caliper|Posi Quiet™|Loaded Brake Caliper|15|True|86.16|5.38|9.38|7.25|8.00|805890236016|||M|
141.44101|||||Centric®|||Centric Semi Loaded Brake Caliper||Semi Loaded Brake Caliper|25|True|33.20|5.38|9.38|7.25|9.00|805890117261|||M|
141.44102|||||Centric®|||Centric Semi Loaded Brake Caliper||Semi Loaded Brake Caliper|25|True|33.20|5.38|9.38|7.25|8.00|805890117278|||M|
141.44053|||||Centric®|||Centric Semi Loaded Brake Caliper||Semi Loaded Brake Caliper|7|True|42.89|5.38|9.38|7.25|8.00|805890116783|||M|
141.44054|||||Centric®|||Centric Semi Loaded Brake Caliper||Semi Loaded Brake Caliper|7|True|42.89|5.38|9.38|7.25|8.00|805890116790|||M|
141.44503|||||Centric®|||Centric Semi Loaded Brake Caliper||Semi Loaded Brake Caliper|7|True|36.67|5.38|9.38|7.25|8.00|805890118145|||M|
141.44504|||||Centric®|||Centric Semi Loaded Brake Caliper||Semi Loaded Brake Caliper|7|True|36.67|5.38|9.38|7.25|8.00|805890118152|||M|
141.44533|||||Centric®|||Centric Semi Loaded Brake Caliper||Semi Loaded Brake Caliper|15|True|73.92|5.38|9.38|7.25|8.00|805890118367|||M|
141.44534|||||Centric®|||Centric Semi Loaded Brake Caliper||Semi Loaded Brake Caliper|15|True|73.92|5.38|9.38|7.25|8.00|805890118374|||M|
150.44311|||||Centric®|||Centric Brake Hose||Brake Hose||True|11.57|1.50|7.00|6.00|0.30|805890081371|||M|
